"id","participantId","phase","button","reinforced","respondedAt"
"cflxg1ht0k2ak90gwsacqpe4a","cyvqlcz1rm2cjratd22nm5ion",1,"distractor","f","2026-07-06 17:24:13.660350"
"cyqj43xj3hba83evkwsfv3954","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:14.406639"
"c7fldbob4rpe0marwvoz1rivt","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:14.552668"
"cku0snxs1ddmzgycyv1oda7kg","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:14.556639"
"cghjiq2mieqmfi6ux36fgfvbc","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:14.706639"
"c57ruflri9jf3pqmfcogenybg","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:16.397565"
"c8v3j28w5d5jtz10kzp868osp","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:16.837874"
"c6zm35a2yzqj92av7jmhmxco5","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:16.937594"
"cj984y8zj3qrfhcf25ut418nl","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:24:17.192602"
"c44g1kq8r4gp9k52d1uajp788","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:18.808741"
"c0c85nt1n690fncme8tqzbera","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:18.811295"
"c0kmyrdvmtmfjakobxcr6gm0h","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:18.958741"
"clt8cjicuocsk56sud1ce1g2d","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:24:18.961295"
"c708w7q9sajm2flx3yvtq6y4k","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:20.565489"
"cem912z7xj3raa7g01qq2ycki","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:21"
"ckm6vce6o4zwibb4o2im37tf1","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:22.020050"
"cpyu8il63l8f6jc5ck3i4va41","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:22.753687"
"c8qtiljk0b465kd3ppsvjjg8l","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:22.986970"
"cvihp59dxw9whnmm6q1jfb9a3","cyvqlcz1rm2cjratd22nm5ion",1,"distractor","f","2026-07-06 17:24:23.543424"
"c99dc8chi471yxysd4h9bf0uy","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:23.937349"
"cxakpkgtnan87iaiqkz20odhs","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:24.736824"
"c8hx7x8q3qgpx85lgvgy1b25f","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:25.384858"
"cb0cd3q8c2o7ja9ov303132sy","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:26.180346"
"c4rczmpi28zm2to6jlk757s23","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:26.674374"
"clyhbklidhqujrcc4wejh17jt","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:27.008513"
"c3uydjbg6fuwsk16be0i1mkoq","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:27.051044"
"c6xtiba2h28zeiz6rygg0p7a6","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:27.311756"
"c26su1fcr3d5b3bx8hpkf81nc","cqix5gzjtbgho5h974uzn07pr",2,"R1","f","2026-07-06 17:24:27.834826"
"ccu1cs6iytcy93a2d72hoh5h3","cqix5gzjtbgho5h974uzn07pr",2,"distractor","f","2026-07-06 17:24:28.824596"
"cakgpkbgpt41m08xv7b2yumwf","cqix5gzjtbgho5h974uzn07pr",2,"distractor","f","2026-07-06 17:24:28.974596"
"cseb3k1crl4p99r2vfv7rob9g","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:29.255202"
"ct60w0wf395vezz8dt5pofxly","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:29"
"c1kntwbwamf2ogorxrcc4gmmj","cqix5gzjtbgho5h974uzn07pr",2,"R1","f","2026-07-06 17:24:30.158167"
"co0h8vs1w0yyx3ep13k02ntbl","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:30.495220"
"c7sn4dsrfo5oxz4qohtv87hkx","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:30.657967"
"cvs489u4gdgn9i0iyj1e27vvc","cqix5gzjtbgho5h974uzn07pr",2,"distractor","f","2026-07-06 17:24:31.028663"
"cowx7vrsvneg1u96cpyl67e90","ccgriffbm12d8vcg71w9ilczb",1,"distractor","f","2026-07-06 17:24:31.446807"
"cucjrk0xtfywz37n3nh81169g","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:31.552944"
"cvbonld678ip1yyklxkmfuklh","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:31.626130"
"cgfou6hwacgpjyxwqhpm6ls7s","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:31.899097"
"cu5y0expky8k2pi0ucxkg03do","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:31"
"cx1bmptle5kswo93de8qpw4n7","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:32.252969"
"c55mqpz4qu4771v572ui6fr4r","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:32.594885"
"c5330lyc9efdx4vdw8ylci0mt","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:32.762566"
"c4jeae8ex9fp3qkigerw77vbi","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:33.223860"
"c5i5bgtjnshqc2kf423pp9atr","ccgriffbm12d8vcg71w9ilczb",1,"distractor","f","2026-07-06 17:24:33.223860"
"ccmk0yyeo1uzdph10djbbkx66","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:33.569032"
"cp5c4uv2qwz1qei48t2kilzox","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:33.758136"
"ccxaywdp3g8zjc17xona16qvh","cqix5gzjtbgho5h974uzn07pr",2,"R2","t","2026-07-06 17:24:33.908136"
"ckth7qtj7l83d3qvc69iiuew6","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:35.609852"
"csbu6cm9u2denl3rmdm1lq29q","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:35"
"c5a9gdw96t2sop1xuflxrsoui","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:24:35.868697"
"cavo264gl7erjxhcum4dzq4a4","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:36"
"cr69ovmr4dvjcxjfr41c4kvux","cyvqlcz1rm2cjratd22nm5ion",1,"distractor","f","2026-07-06 17:24:36"
"crvlbw75qhhnpo4scmgd1cvq8","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:36.388095"
"cvj275eajadcels8vz6f91xk8","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:36.845343"
"c44b8fs70rwdmjg9ofg6bnx4j","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:36.973309"
"cf89izcfk7r3wvquyceb43hke","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:37"
"ccjd65eplbzh9ka20zdyjc4ew","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:37.354171"
"cn726mvtd171vtv9tcd45zshv","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:38.559753"
"cnijpincg0l21wo6vgk706836","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:24:38.988664"
"c2btt7uampgsfgdiokuur9smh","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:24:39.178304"
"ch1qzktgo2naiqfcbjcu9ldqr","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:39.320477"
"c7tpuz4mub2ws7z0g61c9tk0t","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:40.140015"
"c7ccrdviv6ihez4hgrov4vp6a","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:41.502507"
"cyo7kop2z7fzqllga8qmz2c60","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:41.904376"
"cr7byn8if15c1pk09pnx6enqm","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:42.602119"
"c53p03pjdz2sbgteacbxlqg74","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:43.119545"
"csnox9p3sebi6d4iw5jg63sxx","ccgriffbm12d8vcg71w9ilczb",1,"R2","f","2026-07-06 17:24:43"
"c5z4noupjrn06v2hiqyprglc6","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:43.210305"
"c1axjutw8futi5euu6vk9qbk8","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:43.269137"
"cqao0bdiybfekpkl4v0nlhyla","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:43.269137"
"cx5f7mo6007waf83mwoa079hz","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:43.277646"
"cfcn8fc2alp6vqh55mqc18adv","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:43.922974"
"czoxchdapdaz67yk6yngsqmsb","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:45.121331"
"cho0q6pk5el6c33qevsr91718","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:45.686817"
"coybmf1frvmwwa1f4p0zjaipe","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:45.750371"
"co11mmtx9aragvw2a91b94pp0","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:45.886609"
"chuodlii7lt7k6xjeevza7b3f","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:46.349300"
"ceb44adtcyorddhdb52qgrhcw","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:46.363797"
"co0r2r6su46kgz8gtpjznhjtp","ccgriffbm12d8vcg71w9ilczb",1,"distractor","f","2026-07-06 17:24:46.674325"
"ckhyjj6fa93wcsq6zr54sqgi7","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:46.893659"
"cul76331lug7iw1gmptsgev8f","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:47.880368"
"cdrxwtlqixnxk0s4ddzrdiofc","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:48.056467"
"c18yosk7w7z54awgjnoo686ep","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:49.254672"
"cinxnihuofwypcyu5caevf9l9","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:49"
"cqxiy2qdioszdnm3vhx79lk6j","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:49"
"c516fc9f61034ckjvcqerfmnh","ccgriffbm12d8vcg71w9ilczb",1,"distractor","f","2026-07-06 17:24:50.052272"
"cpzi9p8c22m3y7a4b4uxso307","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:50.457550"
"cvnki5let8p5jil8m3q4dc2fd","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:50.758860"
"c9op5xhe2g1c70f66fja783vy","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:50.786294"
"cq183omsei9kpzdhfta7ooa5i","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:51.002171"
"cx9xhsye9lcm85bo43ejlmntw","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:51.295855"
"c1xv7ew903xr1iz6l522agy77","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:51.295855"
"cf9qzs4pkh9p5l9su13rb3io4","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:52.325881"
"c6duiw39ijxj3fg35ishqb3s0","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:52.600078"
"co64b6zo9vk84at9b7z9s3iw8","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:52.803983"
"ch2s7l9s32wtyfmlq3jyaqlmh","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:53.166540"
"cf4wef184yzvcxsejqlh9qo40","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:53"
"cvepoy7by65nxlfmpof27ahw4","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:24:54.073801"
"c0kiesawwelroayogonwg3nyz","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:54.237211"
"ctk7a6eosrue6wuxzz7a4zhwi","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:54.284483"
"c6w9zc78npmqo7ue8hakyzoye","ccgriffbm12d8vcg71w9ilczb",1,"R2","f","2026-07-06 17:24:54"
"cnzeox4wneem84q7gvn9q35uk","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:54.339308"
"cf0cz2b37y2vfehwzj9mg6tlb","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:54.462821"
"cccvuh2tlackzmiab5c0mj2u6","ccgriffbm12d8vcg71w9ilczb",1,"distractor","f","2026-07-06 17:24:54.520308"
"cubnuyaviqpnmowsqt7o6oxbc","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:54"
"cw8bt3y5ba3kfqfucr314fpkv","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:24:55.134799"
"cxavt5zjriqmbsuivlpksg5qd","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:55.231244"
"ckr04ogei3hlf6f23pjht48xu","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:55.359807"
"cebhazlxmnvrqurpmqe4rekr4","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:55.537303"
"cdjioo0bmgd4psdxhallbfqdj","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:56.528186"
"c93v8vtj14428mhl2iao0xk3s","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:56.620159"
"cmdnu4lbmet69fgcyyklq8oek","cyvqlcz1rm2cjratd22nm5ion",1,"distractor","f","2026-07-06 17:24:57.231486"
"cvhe7zt7f607tdyz0sp15hrg2","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:24:57.412212"
"ckwwso5913u6ayw5ipx2lkahx","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:58.643021"
"cy1zqv0tspeep8hxau1bgb0nq","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:24:59.704979"
"c9o8su233vao1sz8sfavv4j3m","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:24:59.977622"
"cnm8ur7hlt9aryw94jgn8y34a","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:00.330788"
"cin96lb2raf0hbsjtqnt3d8gt","ct45pmzp9mt3y1obwjumek1tr",1,"distractor","f","2026-07-06 17:25:00.581884"
"cebz8x3hl53y4oi1vo4tqefy7","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:00"
"c2hgo7fvl1hnaxbqzvgpze5zw","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:00.949300"
"ceakw39zmemgsdjzgkiovf5ye","crcnbm49b15t4coo4grz2b0mr",1,"R1","t","2026-07-06 17:25:00"
"c01srur47pet57kwskfu533qd","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:01.192906"
"cdnteqnesaa5b91pf492z30x3","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:25:01.722803"
"c0hcr82ny7k417ows4fjp9s0e","cyvqlcz1rm2cjratd22nm5ion",1,"R2","f","2026-07-06 17:25:02.170846"
"c7zimks6nyvmczupj4ay97o8h","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:02.313743"
"cxtpoy5duxt6ytayrwblcmhcw","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:02.449791"
"ctpy7l8e5h881wg9w8x98ouoq","ct45pmzp9mt3y1obwjumek1tr",1,"R2","f","2026-07-06 17:25:02.805551"
"c79n2ibes429vm8o8ml5ls1vg","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:03.155497"
"cvuvedymtr287m2kvv75mxkw3","ccgriffbm12d8vcg71w9ilczb",1,"R2","f","2026-07-06 17:25:03.155497"
"cfkuet1gwsjyj0j91h41qaz00","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:03.275315"
"cx6eyrberta8mur03sdwjfqga","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:25:03.986771"
"cpt6ogm89gtblx721t58swnnx","cyvqlcz1rm2cjratd22nm5ion",1,"R1","t","2026-07-06 17:25:04.136771"
"cgdtvbbuvbm3j5pcerfdjutis","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:04.274247"
"cl9o6nxeu8ir79jd4irr2qoy3","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:04.490685"
"cs2o0j973k8fl0g4wq3zygwi0","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:04.524218"
"cesh976vvyb1765hwgbkzu7sw","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:04.526290"
"cp2czct910cra9voirqx5q3j8","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:04.709598"
"cmwop5sl1m887zsahmfb2srf5","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:04.747276"
"cn7jbpw76hspgt53nfa431yga","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:05.073560"
"cjxl70z1uw291qzz7l1w6mw59","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:05.744319"
"c5w7gsvtb9thzzhpm4a6jgexs","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:06.763012"
"cq5yojqdqh7qdggd8uv8gq5zr","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:06.792737"
"cwllm5hhs8hj4cl92sagevvjx","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:06"
"ceyf75vys8e2il6eop0u95zi6","cqix5gzjtbgho5h974uzn07pr",3,"R1","f","2026-07-06 17:25:06.835531"
"c2q19b4a2i35ckov8ibskgh8u","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:07.734547"
"c28592l5xspty0r7ym9r8p3qp","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:08.018224"
"c5rvs4esjf4622o9523kqyis6","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:08.495878"
"cpk5s5scfvj5131b068ns4who","cyvqlcz1rm2cjratd22nm5ion",2,"R1","f","2026-07-06 17:25:10.302812"
"cy070k7a1n8g2zf6hzwbtedwc","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:10.902654"
"crlwf9byx90ggvvw00swfuyq8","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:11.186528"
"cnw6wrqr04jrz72netd7xjlk9","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:11"
"crt6zzfbzrve62qso3w7c92f9","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:12.178903"
"cfrg69h1p5rbnr4w4egwt1pey","cqix5gzjtbgho5h974uzn07pr",3,"R2","f","2026-07-06 17:25:12.341296"
"cwcawx3mt8vq84qb6z5xc8ljd","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:12.855165"
"c4zg6qy7ox6t193ulqx4m64l1","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:12.868840"
"cec2ifkg4aoqa7373cnncdkm8","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:12.924548"
"c4rbdsvju6v5en79k1kpdchg8","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:12.997692"
"c2jivkr3pv2hc1pn2k9p9lx3x","ccgriffbm12d8vcg71w9ilczb",1,"R2","f","2026-07-06 17:25:12.997692"
"cylbzm5atazerzsi9v6oh6cq0","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:13.511374"
"cz7wm0g460rlbwa3agkzaop79","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:13.668132"
"cmrq4vfjrkj4jt23wl076h9rt","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:13.812163"
"ckb5brjjr78lupen6ec1mtums","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:13.964037"
"c8dyxsnbi0alyrgd2rxuvolqj","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:14.357429"
"cpa410wz1s908qanrzvla3i7n","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:15"
"cjbhblfnghtgf50bkcvdhta0k","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:15"
"cd78t7w723v1w05e1i9erjmql","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:16.050157"
"ctt59o7dsh2po8fhf2agnkbno","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:16"
"cosd69mmsxzwl60o1zmxwf1x3","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:16.529445"
"co6yvm2zjciw4ax43kmoztwms","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:16.766917"
"cg7t00zcp8rskvbtnpjzxkbpv","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:17.547018"
"ceqhbv6zx6nud29dlt5z1qzob","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:17.994299"
"ceyzxuy6r0lvwda5xacqv70nx","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:18.185259"
"cq1gkphfvy6szd78vtv0cz1fx","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:18.208178"
"c2dhy4agf5ir7b6kl66nnh11t","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:18.590825"
"cw8w3r7lp7qlpdbm7d64tz7w4","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:18.669337"
"c95talhnn6o36wabkc51x9y9m","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:18.907468"
"ce6a7o1gva20xspljzch7u2vw","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:19.227940"
"cwrk4w7ma5ws28uc9ksarvqje","cqix5gzjtbgho5h974uzn07pr",3,"distractor","f","2026-07-06 17:25:19.984671"
"cbangedqf7aw1jxag5alot5j6","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:20"
"c6rajshytola4d8iw9955mqdu","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:20.116821"
"cvu5sd22qbmpj0c47nezxwnc1","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:21.004343"
"co138f9snygv1t80ixsg9klh4","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:21.225245"
"c2ju8imd25p6sqx72ixcc1giu","ct45pmzp9mt3y1obwjumek1tr",1,"R2","f","2026-07-06 17:25:21.270066"
"ckeagfno2x7tlxnc9475kg2nf","ct45pmzp9mt3y1obwjumek1tr",1,"R2","f","2026-07-06 17:25:21.685372"
"ci2mbsxosbhvr3pu6jmg1qgsr","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:21.821086"
"cxuv035hhlx2gq8i9njufehli","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:22.103763"
"crv525pxvi8jetxyoo0iavo7h","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:22.317337"
"cbszxg2a5pd59wt13kem1vomh","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:22.427079"
"c63tg1i4zbnq54g1omo8wgpzo","ccgriffbm12d8vcg71w9ilczb",1,"R2","f","2026-07-06 17:25:22.478545"
"cfaajxrwiaia6xt3ftw54ob1r","ccgriffbm12d8vcg71w9ilczb",1,"R1","t","2026-07-06 17:25:22.478545"
"cbz59zyjlrfc47hmwv0een11h","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:23.149526"
"cw7iprahghhcn812krl9tsoo4","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:23.185610"
"c89an8rpzjyqviimeyvydvy21","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:23.702266"
"ci06aeq5t2kjouxwo6puiwp36","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:24.389562"
"c6jt5zde9zwhcidmoeu29c024","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:24.509022"
"cv8cnztnspdzrfr9ex3g383h8","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:25.362308"
"ctyei0ehtp9ng5bk3yz9q6ezj","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:26.219086"
"croaz0w0o6gondc8czvw6nh3e","ccgriffbm12d8vcg71w9ilczb",2,"R2","t","2026-07-06 17:25:26.467942"
"cf4jzaoxnizcmdf7zsbv1kaew","ct45pmzp9mt3y1obwjumek1tr",1,"R1","t","2026-07-06 17:25:26.971555"
"c66m7bcggjtdnbu9kxxc5a7vu","cyvqlcz1rm2cjratd22nm5ion",2,"R2","t","2026-07-06 17:25:27.245124"
